ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-286,北辕适楚,běi yuán shì chǔ,北辕车子向北行驶；适到。楚在南方，赶着车往南走。比喻行动与目的相反。,欲望凤来百兽舞，何异北辕将适楚。★唐·白居易《新乐府·立部伎》,《战国策·魏策四》犹至楚而北行也。”汉·荀悦《申鉴·杂言下》先民有言适楚而北辕者，曰‘吾马良，用多，御善。’此三者益侈，其去楚亦远矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-287,北辙南辕,běi zhé nán yuán,①想往南却驾车向北行驶。比喻行为和目的相反。②车子北往南来。喻人行无定迹。,数十年以来，～，风樯篷底，有所见即借钞，或录草稿以归。★清·陆以湉《冷庐杂识·徐敬斋明经》,见北辕适楚”。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-288,背碑覆局,bèi bēi fù jú,看过的碑文能背诵，棋局乱后能复旧。指记忆力强。,智周聪慧，举朝无比，日诵数万言，能～。★《太平广记》卷一四七引唐·韩琬《御史台记·高智周》,《旧唐书·文苑传上·张蕴古》张蕴古，相州洹水人也。性聪敏，博涉书传，善缀文，能背碑覆局，尤晓时务，为州闾所称。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-289,背城借一,bèi chéng jiè yī,背背向；借凭借；一一战。在自己城下和敌人决一死战。多指决定存亡的最后一战。,合家细弱，依栖于此，屡被封家女子，横见摧残，今欲～，烦君属檄草耳。★清·蒲松龄《聊斋志异·绛妃》,《左传·成公二年》请收合余烬，背城借一。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-290,背城一战,bèi chéng yī zhàn,背背向。在自己城下和敌人决一死战。多指决定存亡的最后一战。,他皱着眉头问道可是我们怎么～呢？”★茅盾《子夜》十八,《左传·成公二年》请收合余烬，背城借一。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-291,背道而驰,bèi dào ér chí,背背向；道道路；驰奔跑。朝相反的方向跑去。比喻彼此的方向和目的完全相反。,道学先生于是乎从而禁之，虽然很象～，其实倒是心心相印。★鲁迅《坟·从胡须说到牙齿》,唐·柳宗元《〈杨评事文集〉后序》其余各探一隅，相与背驰于道者，其去弥远。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-292,背井离乡,bèi jǐng lí xiāng,背离开；井古制八家为井，引伸为乡里，家宅。离开家乡到外地。,～，卧雪眠霜。★元·马致远《汉宫秋》第三折,元·贾仲名《对玉梳》第一折送的他离乡背井，进退无门。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-293,背水一战,bèi shuǐ yī zhàn,背水背向水，表示没有退路。比喻与敌人决一死战。,挫折也有两重性。它可以把人置于死地，也可能使人置于死地而后生。他只有～了。★理由《高山与平原》,《史记·淮阴侯列传》信乃使万人先行，出，背水陈。赵军望见而大笑。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-294,背信弃义,bèi xìn qì yì,背违背；信信用；弃扔掉；义道义。违背诺言，不讲道义。,～是插在我背上的一把尖刀。★曹禺《王昭君》第五幕,《北史·周纪下·高祖武帝》背惠怒邻，弃信忘义。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-295,倍道兼行,bèi dào jiān xíng,倍、兼加倍；道指行程。每天加倍行进，一天走两天的路程。形容加速急行。,～，召三方兵，大会于陈许之郊。★《晋书·景帝纪》,《孙子·军争》日夜不处，倍道兼行，百里而争利，则擒三将军。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-296,悖入悖出,bèi rù bèi chū,悖违背、胡乱。用不正当的手段得来的财物，也会被别人用不正当的手段拿去→乱弄来的钱又胡乱花掉。,诉者多矣。神以为～，自作之愆；杀人人杀，相酬之道，置不为理也。★清·纪昀《阅微草堂笔记·槐西杂志四》,《礼记·大学》是故言悖而出者亦悖而入；货悖而入者亦悖而出。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-297,被发文身,pī fà wén shēn,被发散发；文身身上刺花纹。原指古代吴越一代的风俗◇也用以泛指未开化地带的风俗。,禹入裸国，～，墨子入楚，锦衣吹笙，非乐而为此也。★章炳麟《驳康有为论革命书》,《礼记·王制》东方曰夷，被发文身。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-298,被发缨冠,pī fà yīng guàn,来不及将头发束好，来不及将帽带系上。形容急于去救助别人。,此种举动，岂英之前人曾受黑番何项德泽，不然，何～如此耶？★严复《救亡决论》,《孟子·离娄下》今有同室之人斗者，救之，虽被发缨冠而救之可也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-299,被发左衽,pī fà zuǒ rèn,被发散发不作髻；左衽瓣襟向左掩。指古代中原地区以外少数民族的装束。也指沦为夷狄。,或～，奋迅泥滓。★晋·潘岳《西征赋》,《论语·宪问》微管仲，吾其被发左衽矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-300,被褐怀玉,pī hè huái yù,身穿粗布衣服而怀抱美玉。比喻虽是贫寒出身，但有真才实学。,今天下得无有～而钓于渭滨者乎？★三国魏·曹操《求贤令》,《老子》第七十章知我者希，则我者贵，是以圣人被褐怀玉。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-301,被褐怀珠,pī hè huái zhū,身穿粗布衣服而怀抱宝珠。比喻虽是贫寒出身，但有真才实学。,他则是假躯劳幻世愚眸，～，含素藏脩。★明·朱权《冲漠子》第四折,《老子》第七十章知我者希，则我者贵，是以圣人被褐怀玉。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-302,被坚执锐,pī jiān zhí ruì,穿坚固甲胄，握锐利武器。谓上阵战斗或作好战斗准备。,其将帅首鼠两端，唯利是视，孰能～，长驱深入，系马埋轮，奋不顾命，以先士卒者乎！★宋·司马光《资治通鉴》卷第一百六十九,汉·班固《汉书·高帝纪》前日天下大乱，兵革并起，万民苦殃，朕亲被坚执锐，自帅士卒，犯危难，平暴乱，立诸侯，偃兵息民，天下大安，此皆太公之教训也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-303,奔轶绝尘,bēn yì jué chén,形容跑得极快，迅速前进。绝尘，脚不沾尘土。,章太炎却自崖而返”，退居于宁静的学者，鲁迅则～，自此远矣”。★宋云彬《因纪念鲁迅而想到章太炎》,见奔逸绝尘”。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-304,奔走呼号,bēn zǒu hū háo,奔走奔跑◆号叫喊。一面奔跑，一面呼唤。形容处于困境而求援。,勇敢的国民，一经览到二十一条件，群以为亡国惨兆，就在目前，于是～，力图挽救。★蔡东藩、许廑父《民国通俗演义》第四十二回,明·王守仁《王文成公全书·南镇祷雨文》卷二十五守土官帅其吏民奔走呼号，维是祈祷告请，亦无不至矣，而犹雨泽未应，旱烈益张。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-305,本来面目,běn lái miàn mù,原为佛家语，指人的本性◇多比喻事物原来的模样。,这一润色，留传固然留传了，但可惜的是一定失去了许多～。★鲁迅《且介亭杂文·门外文谈》,唐·慧能《六祖坛经·行由品》不思善，不思恶，正与么时，那个是明上座本来面目。”宋·苏轼《老人行》诗一任秋霜换鬓毛，本来面目长如故。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-306,本末倒置,běn mò dào zhì,本树根；末树梢；置放。比喻把主次、轻重的位置弄颠倒了。,该简者你却详而不简，该详者你又简而不详。～，批评你还不愿意？乱弹琴！★曲波《林海雪原》一二,金·无名氏《绥德州新学记》然非知治之审，则未尝不本末倒置。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
